segment,model_exclusion_reason,source,title,price,area,price_per_m2,district_name,category_name,model_category
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Ở Gần Sân Bay, Đi Làm Nhanh, Về Nhà Sớm – Chỉ Từ 1,3 Triệu/Tháng",1300000,70,18571.428571428572,Quận Phú Nhuận,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cho Thuê Căn hộ MT Eastmark City ( Giá cập nhật mới nhất ),5000000,63,79365.07936507936,Thành phố Thủ Đức,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê chung cư 80m2, 6,5 triệu",6500000,80,81250,Quận 5,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cho thuê căn hộ Vincom Đồng Khởi Q1 - 160m2 - 3pn 2wc - chỉ 120 triệu,120000000,160,750000,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Chung Cư Mini Nằm Ngay Ngã Tư Bình Thái - Thuận tiện đi metro,4800000,60,80000,Thành phố Thủ Đức,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho Thuê Căn Hộ Full Nội Thất Tách Bếp, Có Rèm Che, Q9",4700000,60,78333.33333333333,Thành phố Thủ Đức,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cho thuê căn hộ Vincom Center Q1 có sân vườn và hồ bơi cực chill,85000000,139,611510.7913669065,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cần cho thuê căn hộ cao cấp Vincom Center - Vinhomes Đồng Khởi, Quận 1",110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Tin Mới, cho thuê căn hộ cao cấp tại trung tâm Q1 Vincom Center",110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Về quê cho thuê căn hộ 2PN 73m2- KINGDOM101 giá 16 triệu NTCB view mát,160000000,73,2191780.821917808,Quận 10,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê CH Biệt thự Luxury Him Lam, Quận 7, nội thất nhà gần 20 tỷ",200000000,1200,166666.66666666666,Quận 7,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhanh căn hộ Vincom Đồng Khởi, Quận 1",85000000,139,611510.7913669065,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê căn hộ Vincom Đồng Khởi, Quận 1 view đẹp",84000000,139,604316.54676259,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê căn hộ Vincom Center - Đồng Khởi, Căn góc 2 view cực đẹp Q.1",110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê căn hộ Góc 2 view Bitesco, sông và phố đi bộ Quận 1 – Vincom",110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê căn hộ cao cấp Vincom Center - Vinhomes Đồng Khởi, Quận 1",110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê gấp căn hộ cao cấp Vincom Center - Vinhomes Đồng Khởi, Quận 1",110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,TIN NHANH! cho thuê căn hộ cao cấp Vincom Center - Vinhomes Đồng Khởi,110000000,166,662650.6024096386,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"TIN MỚI! Cần cho thuê nhanh căn hộ cao cấp Vincom Center, Q1",85000000,139,611510.7913669065,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê căn hộ cao cấp Vinhomes Đồng Khởi - Vincom Center, Quận 1",110000000,160,687500,Quận 1,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"For rent! Penhouse The Ascentia Phú Mỹ Hưng, 4rooms, luxury style",140000000,240,583333.3333333334,Quận 7,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê CH Hưng Phúc, 3PN, giá rẻ, nhà mới đẹp, Phú Mỹ Hưng, Q7, HCM",23000000,1350,17037.037037037036,Quận 7,Căn hộ,Căn hộ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà Villa 38B Lam Sơn, Phường 02, Quận Tân Bình",32000000,550,58181.818181818184,Quận Tân Bình,Biệt thự,Biệt thự/cao cấp
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"cho thuê mặt bằng đường 836, phường phú hữu giá 7 triệu",7000000,168,41666.666666666664,Thành phố Thủ Đức,"Văn phòng, Mặt bằng kinh doanh",Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cho thuê khách sạn 50 phòng đường Châu Văn Liêm Q.5,585000000,320,1828125,Quận 5,Phòng/Cho thuê,Phòng trọ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"21PHÒNG THANG MÁY - Cho thuê nhà 78 Nam Kỳ Khởi Nghĩa, Quận 1 - 9TẦNG",268000000,150,1786666.6666666667,Quận 1,Phòng/Cho thuê,Phòng trọ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 26 Cao Thắng - Võ Văn Tần, Phường 5, Quận 3, Hồ C",500000000,160,3125000,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà Góc 2MT 2 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, HCM",450000000,144,3125000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà Góc 2MT 138 Lý Tự Trọng, Phường Bến Thành, Quận 1, HCM",750000000,576,1302083.3333333333,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê Tòa Nhà 98 Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",850000000,220,3863636.363636364,Thành phố Thủ Đức,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê tòa nhà Góc 2MT 38A Cửu Long, Phường 2, Quận Tân Bình, HCM",575000000,200,2875000,Quận Tân Bình,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 38 Đông Du, Phường Bến Nghé, Quận 1, Hồ Chí Minh",282000000,66,4272727.2727272725,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Hồ Chí Min",375000000,150,2500000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Cho thuê nhà GÓC 2MT số 74 đường Nguyễn Văn Trỗi & Nguyễn Đình Chính,899000000,749,1200267.0226969293,Quận Phú Nhuận,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 128 Hai Bà Trưng+ Trần Cao Vân, Phường Đa Kao, Q1",987000000,400,2467500,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà 40-42 Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",625000000,198,3156565.6565656564,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền số 655-657-659 Lạc Long Quân, P.10, Q.Tân Bình",1350000000,1000,1350000,Quận Tân Bình,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà Góc 2MT 120 Lý Thái Tổ, Phường 2, Quận 3, Hồ Chí Minh",850000000,1044,814176.245210728,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 190-192-192A Lý Tự Trọng - Trương Định, Quận 1",750000000,500,1500000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 110 Lý Tự Trọng, P.Bến Thành, Quận 1",710000000,200,3550000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 204 Hai Bà Trưng - Võ Thị Sáu, Quận 1",160000000,50,3200000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 254 Nguyễn Trãi, Phường 3, Quận 5, Hồ Chí Minh",130000000,36,3611111.111111111,Quận 5,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà Góc 2MT 200 Lê Lai, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí M",420000000,156,2692307.6923076925,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà 90-92 Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",350000000,126,2777777.777777778,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê đất GÓC 2MT số 371A Nguyễn Trãi, P.Nguyễn Cư Trinh, Quận 1",1225000000,1100,1113636.3636363635,Quận 1,Đất nền,Đất/đất nền
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà 655-657-659 Lạc Long Quân, Phường 8, Quận Tân Bình, HCM",1390000000,730,1904109.589041096,Quận Tân Bình,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 24-26 Phạm Ngọc Thạch, Phường 6, Quận 3",800000000,288,2777777.777777778,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền số 160-162 đường Lê Hồng Phong, Phường 3, Quận 5",350000000,220,1590909.0909090908,Quận 5,Phòng/Cho thuê,Phòng trọ
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà góc 2MT Hai Bà Trưng-Điện Biên Phủ, Phường Đa Kao, Quận 1",840000000,375,2240000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 101 Sương Nguyệt Ánh, P. Bến Thành, Quận 1, HCM",700000000,300,2333333.3333333335,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 125 Cách Mạng Tháng Tám, P. Bến Thành, Quận 1,HCM",1200000000,1200,1000000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT đường Nguyễn Hữu Cầu, Phường Tân Định, Quận",375000000,95,3947368.421052631,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà Góc 2MT 223 Phan Xích Long, Phường Cầu Kiệu, Hồ Chí Minh",90000000,35,2571428.5714285714,Quận Phú Nhuận,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nhà 6 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",750000000,2240,334821.4285714286,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê tòa nhà Góc 3MT 92 Nguyễn Thái Học, P.Cầu Ông Lãnh, Quận 1",600000000,144,4166666.6666666665,Quận 1,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 11 Nguyễn Thiệp - Đồng Khởi, Quận 1,HCM",960000000,200,4800000,Quận 1,"Văn phòng, Mặt bằng kinh doanh",Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT 11-13 Hàn Thuyên, Phường Bến Nghé, Quận 1, HCM",700000000,210,3333333.3333333335,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Cho thuê nhà Góc 2MT 30 Nguyễn Văn Trỗi và Huỳnh Văn Bánh,750000000,1060,707547.1698113207,Quận Phú Nhuận,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê tòa nhà 35-37-39 Cách Mạng Tháng Tám, P.Bến Thành, Quận 1",674999000,210,3214280.9523809524,Quận 1,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT số 74 đường Cách Mạng Tháng Tám, Phường 6, Quận 3",500000000,192,2604166.6666666665,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1",200000000,88,2272727.272727273,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê tòa nhà 59-59B Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, HCM",822000000,281,2925266.903914591,Quận 1,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Nhà nguyên căn Thảo Điền, Quận 2 (4,5x18m) - trệt 1lầu. Giá thuê 35tr",3500000,81,43209.87654320987,Thành phố Thủ Đức,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nguyên căn góc mặt tiền - 149 Nguyễn Văn Cừ & Phan Văn Trị, Q",340000000,137,2481751.8248175182,Quận 5,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê Góc 2 Mặt Tiền Cao Lỗ, Q.8 Diện Tích 3.628 m2 Chỉ 130tr/th",130000000,3628,35832.41455347299,Quận 8,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mt vừa ở vừa minh doanh, TX 33 Q12",8000000,180,44444.444444444445,Quận 12,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Cho Thuê Biệt Thự Trần Cao Vân – Ngang 15m. Diện tích gần 1500m2,450000000,750,600000,Quận 1,Biệt thự,Biệt thự/cao cấp
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Vip- Biệt thự 3 MT Trần Quốc Thảo, Võ Thị Sáu- 25mx35m- 2 tầng- Quận 3",450000000,875,514285.71428571426,Quận 3,Biệt thự,Biệt thự/cao cấp
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền đường Nguyễn Thị Minh Khai, P.PNL Q1",540000000,153,3529411.7647058824,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền 3/2, Phường 11, Quận 10, Hồ Chí Minh",360000000,148,2432432.4324324327,Quận 10,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cho thuê nhà góc 2 mặt tiền – vị trí đắc địa trên đường Cộng Hòa,130000000,47,2765957.4468085105,Quận Tân Bình,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1",245000000,93,2634408.6021505375,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà GÓC 2MT đường Nguyễn Thông-Kỳ Đồng, Phường 9, Quận 3",1100000000,420,2619047.619047619,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền đường Cách Mạng Tháng Tám, Phường Bến Thành, Q1",270000000,110,2454545.4545454546,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1",980000000,300,3266666.6666666665,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê 2 căn đôi nhà mặt tiền Mạc Thị Bưởi, Phường Bến Nghé, Quận 1",540000000,160,3375000,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền đường Lê Thánh Tôn, Phường Bến Thành, Quận 1",300000000,121,2479338.8429752067,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà Góc 2 mặt tiền đường Sư Vạn Hạnh, Phường 12, Quận 10",150000000,68,2205882.3529411764,Quận 10,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê khách sạn 3 sao - Golden Rose, Võ Văn Tần, Phường 6, Quận 3",1300000000,400,3250000,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền đường Nguyễn Thiện Thuật, Phường 2, Quận 3",100000000,44,2272727.272727273,Quận 3,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà mặt tiền số 73A Nguyễn Thị Minh Khai, P. Phạm Ngũ Lão, Q1",650000000,153,4248366.013071896,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà Thạnh Xuân 25, quận 12 Dt 5*12 1pn 1 gác 1wc Giá 3,5tr",3500000,60,58333.333333333336,Quận 12,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Nhà cho thuê ngay công viên Tl 37 Dt 4x5m 1 lầu 2pn.1wc Giá 3tr,3000000,20,150000,Quận 12,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê Nhà 2/ TL31 ,Q12 _dt:4x4m trệt lầu 1pn,1wc 3tr",3000000,16,187500,Quận 12,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Nhà Hà Huy Giáp thạnh xuân quận 12 DT 4,5x26m trệt lầu 2pn.2wc Hẻm xh",6000000,118,50847.457627118645,Quận 12,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Cho thuê nhà Thạnh Xuân 21 q12 Dt :4m x 5m đúc 1 trệt 1 lầu Giá 3tr,3000000,20,150000,Quận 12,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho thuê nguyên căn hẻm xe tải, 2 triệu",2000000,24,83333.33333333333,Quận Bình Tân,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Chính chủ cho thuê nhà Trần Khánh Dư, Quận 1, sạch sẽ, giá 6 triệu",6000000,168,35714.28571428572,Quận 1,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cần Cho Thuê Nhà Xiêu Rộng 120m2 Đông Thạnh HM giá Tốt 6tr,6000000,120,50000,Huyện Hóc Môn,Nhà phố,Nhà phố/nhà ở
Cho thuê,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Cho Thuê Nhà mới Full Nội Thất Cao Cấp, Ngay Cầu Tham Thương",7000000,50,140000,Quận 12,Nhà phố,Biệt thự/cao cấp
Cho thuê,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cho thuê nhà 101m2 giá rẻ tại Tỉnh Lộ 10, Bình Tân",5000000,101,49504.9504950495,Quận Bình Tân,Nhà phố,Nhà phố/nhà ở
